logFC	logCPM	PValue	FDR
gene_2101	-1.6047299562964	5.17843345164296	0.0013443456748975	0.0143626674668537
gene_1893	-1.46058819544135	6.03019805357211	0.00135728624046606	0.0144931792895468
gene_3505	-1.77942567128449	4.09227792481827	0.00135961421327033	0.0145045528941573
gene_772	-1.38833299051738	5.75718682490499	0.00135980183382725	0.0145045528941573
gene_3154	-2.55881477640938	5.57466622664543	0.00136150883538416	0.0145150195669953
gene_6468	-1.38523287842128	11.0507925850839	0.00138589560180791	0.0147671348088216
gene_3064	-1.72907161762725	4.49786542909298	0.00138862476453256	0.0147883361505065
gene_1413	-1.65996909730763	6.25390216074987	0.00139140033986114	0.014810008939448
gene_654	-6.63491209155116	1.76261924061124	0.00139231507645795	0.0148106686347586
gene_1284	-3.60468687072721	2.97612289506434	0.00139294338509905	0.0148106686347586
gene_11758	2.57210397229648	4.30707691343015	0.00139428945194204	0.0148171036338155
gene_2822	-1.79870942070357	7.85650010853911	0.0013956025254058	0.0148231813638428
gene_359	-1.37593552337331	6.12339370255842	0.00140360602636046	0.0149002762883276
gene_240	-2.97277108635008	2.90475542991194	0.00140436090377103	0.0149003809418677
gene_410	-2.14828518851043	5.33995174312953	0.00142225496961385	0.0150747801040573
gene_432	-1.74005294719774	4.92129584272311	0.00142265302865176	0.0150747801040573
gene_907	-2.62998976059476	4.01663491717802	0.00142305924182301	0.0150747801040573
gene_3931	2.18571158630312	3.78734027212092	0.00142718356465691	0.015110466539512
gene_1903	-1.55565593720097	4.7703466699249	0.00146401356109307	0.0154922069956938
gene_12008	1.69787937683194	4.95612952813803	0.0014694084386559	0.0155410728572808
gene_1854	-6.35126143525579	1.55279014232526	0.00147235262928516	0.0155639812820841
gene_3030	-1.46808911573823	5.06717312512254	0.00147435470000958	0.0155769117803442
gene_3565	-1.79409209398075	4.52613372325865	0.00147755483991039	0.0156024798300992
gene_3588	-1.66305263865092	4.23340046674373	0.001480732624303	0.015627784953066
gene_339	-2.32707734405773	3.34599585824584	0.00149002940345175	0.0157176097410522
gene_3540	-1.911949321154	4.1068839953303	0.00150569123692223	0.0158744463565865
gene_17025	2.6221645271435	2.79319997626647	0.00151114423319919	0.015923543026335
gene_2913	-2.54680980799476	3.16378640010547	0.00151216999836554	0.0159259610149083
gene_4393	-7.07077508328083	2.10475208466139	0.00152652630753351	0.0160686979740369
gene_11566	-4.74492826542525	3.26965707887843	0.00153652095903023	0.0161653967283559
gene_2996	-2.86487581822996	3.64285809815486	0.00154271044147414	0.0162219815086661
gene_2580	-1.18687958921702	7.95529856843567	0.00155620009972867	0.016355229634563
gene_527	-1.4949422373072	5.57279331482223	0.00156051225628214	0.0163919354651486
gene_9863	3.47384174150589	2.30953380760762	0.0015775937428917	0.016562663967367
gene_126	-2.27824835828147	3.94938269388814	0.00159109758358846	0.0166956724405925
gene_3992	3.25651366749351	2.3491023572497	0.00159261766451217	0.0167028596173274
gene_5270	-3.82330506085907	2.17477546057686	0.00159923132575051	0.0167608320594655
gene_2343	-2.33793663483512	3.52996601382744	0.00159982142007598	0.0167608320594655
gene_2643	-1.84858666734494	3.84053797506597	0.00160241258759853	0.0167791893989375
gene_251	-6.48070263053256	1.64707962458191	0.00161042389680388	0.0168542532370892
gene_10864	2.5575778501831	3.15827099621841	0.00161675974617117	0.0169117128260583
gene_810	-1.47674159295266	7.9128484069197	0.00162225983999882	0.0169603746994126
gene_3211	-1.99875803840094	3.73410735312795	0.0016243395953584	0.0169732455105371
gene_1991	-2.08083117850889	3.62864328585787	0.00164097309879329	0.0171381002484939
gene_1986	-3.00585821416092	2.49800098406386	0.00164247425993742	0.0171448252603071
gene_3534	-2.1172598878329	6.0067845465861	0.0016493886635213	0.0172080194420585
gene_3542	-2.25628488178783	7.67320264394122	0.00165319476205754	0.0172387357878784
gene_3775	2.26410228489771	11.2367149677501	0.00166593286388476	0.0173591651772219
gene_1256	-1.47866731639566	5.01465792079143	0.0016664798570133	0.0173591651772219
gene_6467	-3.81805957542178	4.39332861271297	0.00168619614629954	0.0175500634329208
gene_10086	-3.64352206642128	3.0089304595291	0.00168690458381524	0.0175500634329208
gene_146	-1.29963478478036	8.23696091510505	0.00168743859907534	0.0175500634329208
gene_840	-3.73696601532859	3.53982408647984	0.00169162312405075	0.0175757858282484
gene_1615	-1.92241664923683	4.2791130383705	0.00169166938596891	0.0175757858282484
gene_1583	-2.80604707988083	3.44863717909825	0.00170025382650463	0.0176558029751259
gene_517	-2.21254711990556	3.53890093034631	0.0017039512012941	0.0176850150627306
gene_3478	-2.56257987060582	3.00578331135422	0.00171179978249279	0.0177572591544895
gene_1765	-1.48596135637264	6.28713307216916	0.0017179504141909	0.0178118238900042
gene_2633	-2.96803903208765	3.32815351495841	0.00172990276270563	0.0179264534995402
gene_9019	1.5726084002567	5.68746115995611	0.00173131537476906	0.0179318008779809
gene_2652	-1.24219197294317	11.0504232826279	0.0017325552664465	0.017935354725119
gene_93	-1.82225553624714	3.95003165546371	0.00173414414117078	0.0179393701293529
gene_3297	-2.23987307048024	3.27927678387302	0.00173473709150842	0.0179393701293529
gene_502	-1.24903125488533	6.46572698708247	0.0017417861797765	0.0179992888585098
gene_18128	1.47690962571334	10.162975105226	0.00174308459142549	0.0179992888585098
gene_2402	-1.81292197271774	6.59765910609348	0.00174323112594668	0.0179992888585098
gene_370	-1.45996029222966	5.20716234199935	0.00174671233896715	0.018025927130724
gene_133	-1.6397849929022	6.16824152213325	0.00177777330501415	0.0183370119135033
gene_207	-1.47052516971188	5.52109548936098	0.00178213737680556	0.018372550276346
gene_465	-1.36743561607244	5.95720120796531	0.00178931359561567	0.0184370282907333
gene_3229	-1.51310038030659	5.8260809577632	0.00179164380955262	0.0184434051573237
gene_793	-2.26566508782796	3.57990940046149	0.00179177681103399	0.0184434051573237
gene_3695	2.45574641122784	6.45618860931009	0.00179359306302084	0.018452603529021
gene_14917	1.56204417192312	5.85453026088993	0.00179634183462627	0.0184713813329179
gene_6317	1.34167235886843	5.68986187570293	0.00180014515356878	0.0185009779400696
gene_876	-1.91261604563121	3.95428376915522	0.00180116380456088	0.0185019394407897
gene_1937	-1.58408518053184	4.37145489777972	0.00181167559054452	0.0186003654060012
gene_5073	4.00049113315751	2.15803913539259	0.00181871040986658	0.0186630108760039
gene_11814	6.51806625694046	1.63618857320062	0.00183497892523627	0.0188202966690899
gene_992	-1.2577670364333	6.22758126201009	0.00185920826375908	0.0190590288442756
gene_723	-1.96160460744954	4.5910236656876	0.00187355599187522	0.0191962704085576
gene_1114	-1.31789064376361	5.62054918813123	0.001874536462867	0.0191964819546032
gene_3222	-4.41241039893577	1.58691214789072	0.00187571182155021	0.019198688040432
gene_2537	-1.66741113199664	4.51120488036843	0.00187895056359024	0.0192220006505395
gene_2143	-6.25912704724866	1.48686830385321	0.0018856482510354	0.0192806569635522
gene_18848	-1.65936732715375	6.73943140162349	0.00189581286005834	0.0193746843133198
gene_9701	1.47312291398254	5.71268170250449	0.00189732315286556	0.0193802160660425
gene_247	-1.75062364635104	4.5137413557073	0.00190349821036364	0.0194333661088682
gene_1190	-1.79269370185081	7.57490534811648	0.00190651315737663	0.0194542158915983
gene_2079	-1.82727951625157	5.68904918939855	0.00190800548519062	0.0194595154022501
gene_2825	-2.22789869528621	3.64925534470337	0.00191201814743197	0.0194905009931903
gene_1253	-1.78285286700067	4.81137557714366	0.00191437139196079	0.0195045480586937
gene_2204	-1.56075052750765	4.81886550443259	0.0019388505096769	0.0197438952105591
gene_7952	-1.79285368579303	4.04652863934429	0.00195675432395365	0.0199160745440575
gene_622	-1.5536311252577	5.48325848800193	0.00196048482950152	0.019936226713492
gene_1031	-2.11687844579975	4.34894702255002	0.00196072789727194	0.019936226713492
gene_3304	-1.51482673306756	4.84316599515697	0.0019625600507118	0.0199447159625183
gene_174	-1.6271564296646	5.60991496247951	0.00197077497891099	0.0200180292423666
gene_1811	-1.34894485811473	5.10685015523221	0.00199085258010718	0.020211701320885
gene_1459	-1.96797836275749	3.8245732061417	0.00199343940301572	0.0202276956165978
gene_10970	1.50115932919233	5.06892286094389	0.00200466186078161	0.0203312561945397
gene_2386	-3.28097244822076	2.71298783888982	0.00200831328093245	0.0203579653414338
gene_400	-3.52482822354182	1.95020635679356	0.00201359943050753	0.020392675852617
gene_800	-1.34833030194283	6.89924088059452	0.00201377674044593	0.020392675852617
gene_8597	2.96666347629712	2.73610506029018	0.00201835363176638	0.0204275297119779
gene_1949	-1.76001627097302	4.9663134679079	0.00201926131202901	0.0204275297119779
gene_1895	-1.43285489799557	5.11116587823478	0.00202175725247303	0.020432297368339
gene_1722	-3.87692240200028	6.2598520202512	0.00202177582459715	0.020432297368339
gene_3574	-1.43577287225675	6.09434499500873	0.00202463385251719	0.0204508469951231
gene_923	-1.52131415668191	5.5230525617103	0.00203854153003985	0.0205809341750616
gene_2635	-1.93810476147304	4.15520446505915	0.00204058013553313	0.0205911214483666
gene_1488	-1.64707528230591	5.1499701662028	0.00205078272447405	0.0206836381691785
gene_2869	-1.45189843851458	4.74049872240865	0.00207608983789337	0.0209283249787638
gene_3471	-1.87994425997479	4.91810948331893	0.00208221152431522	0.0209794612021684
gene_2233	-1.48173977749745	6.08704199926785	0.00208689484845051	0.0210160609108813
gene_1634	-1.72258134683117	4.18066397204977	0.00213371187693399	0.0214767174326521
gene_1815	-1.50851403161272	4.73632144845844	0.00213880559621796	0.0215171589156736
gene_1159	-1.70523207100464	6.98336932854267	0.00215957771050719	0.0217046680441548
gene_216	-1.57144730517803	4.30022852159976	0.0021596144703934	0.0217046680441548
gene_2420	-1.84178920625075	4.43421226065765	0.00216476153047701	0.0217454699194074
gene_3530	-2.58813171978838	4.78415661269447	0.00217534695209618	0.0218408328523713
gene_14780	-3.10860070491334	3.34742422733596	0.0021864113429941	0.0219409066030517
gene_3245	-3.00190853269523	3.52970127504339	0.00219583620487899	0.0220149416107398
gene_2954	-1.64979699614593	4.17644673958514	0.00219599042567129	0.0220149416107398
gene_2775	-1.53461800171505	8.72736551979805	0.00220281273101686	0.0220722718538763
gene_3110	-1.31367893038038	6.77441468182331	0.00220545682124809	0.0220876997621241
gene_3674	2.32827362448084	3.97058361101952	0.00220730777747584	0.0220951729477061
gene_2201	-1.65283298395474	5.56596520529332	0.00221544081471257	0.022165490892572
gene_2546	-2.03293099304927	4.01288405001331	0.00222395089719107	0.0222395089719107
gene_14959	3.96895900543282	2.13467261003483	0.00224682275812374	0.0224464267589435
gene_3504	-2.09496857039733	3.49945707123242	0.00224688731857024	0.0224464267589435
gene_2461	-2.26817876050827	3.10157304190885	0.00226221414108877	0.0225882590223542
gene_3157	-1.48910214663226	8.60110670540321	0.00227788191001511	0.0227333523953604
gene_317	-2.77492975271898	2.86758732657229	0.0022863734277754	0.0228067174840439
gene_2774	-5.38647631297012	3.02946987625532	0.0023014127838267	0.0229452919623799
gene_1520	-4.3667364707319	1.55491007495479	0.00231403145465992	0.0230596059258587
gene_1081	-2.0268363623042	7.74709352074036	0.00231606832600562	0.023065659402021
gene_19233	3.27733422765273	2.70699313318355	0.00231694548693301	0.023065659402021
gene_3130	-2.58764508143037	3.72767203333236	0.00232553938981243	0.0231396954210192
gene_3270	-2.33479095576418	4.37685551319242	0.00234199001758246	0.0232917953016654
gene_21	-1.44173207787216	6.33454095840801	0.00235893071667297	0.0234486154738864
gene_3894	1.75047456124765	5.76762809876538	0.00236586935130871	0.0235059051297438
gene_12472	3.08699175842765	3.16392591818505	0.00237688405537445	0.0236036152470154
gene_12701	1.1772305895897	8.0190873430458	0.00237843498083505	0.023607295095137
gene_963	-1.27622182014646	6.46863336135149	0.00238245016725771	0.0236354183259693
gene_717	-1.37414243414914	6.86350272434898	0.00238711210390419	0.0236699266624114
gene_1586	-1.84087372175413	6.22182619272667	0.00239544381618403	0.0237407712208526
gene_565	-1.85203103211033	6.78569757316742	0.00241267675065464	0.0238997201649791
gene_1173	-1.7812765767632	3.91969475613793	0.00242749069413744	0.0240345613280935
gene_2499	-1.99466727440403	3.69097110874344	0.0024298651221313	0.0240461664733429
gene_819	-2.03656987966485	3.55026849280053	0.00244353139879341	0.0241694500375214
gene_627	-1.6198920299836	4.31390287506557	0.00244731848361634	0.0241879211107733
gene_1268	-4.0030817489781	1.89896755393999	0.00244781761641026	0.0241879211107733
gene_3811	3.53588491195715	2.10836662714214	0.00245075519004482	0.0242049895313069
gene_1411	-1.35871226866276	5.86365918985219	0.00245787401039916	0.0242633169832099
gene_860	-3.35680081206951	3.21706561655972	0.00246250284888509	0.024297018735916
gene_418	-1.54739597280039	4.32470771641437	0.00247670847005569	0.0244251328407859
gene_2479	-5.8821117777882	1.2294113933147	0.00249304110536159	0.0245740867950871
gene_757	-2.01922377840752	3.58217855480271	0.00249646344234587	0.0245956989393682
gene_794	-2.24555630186925	4.27467230014318	0.00249855089425082	0.0246041446996634
gene_1513	-3.71116306079006	2.08891869878768	0.00251255824689917	0.0247299040049131
gene_578	-5.75225056092988	1.14582073435776	0.00251406075063472	0.0247325209113105
gene_6923	1.42239531684461	6.53161582747321	0.00252280383163025	0.024806330694496
gene_3266	-2.2282050068341	7.61659782981963	0.00253346063977739	0.0248988760666083
gene_1068	-1.82338681763395	4.15209350942374	0.00254419175837458	0.0249920604948387
gene_704	-2.66195359968397	3.33283812306679	0.00255040475816808	0.0250407929127942
gene_12141	3.84923377925901	2.35268440977098	0.00255446121968056	0.025068314226502
gene_1070	-3.17215485331456	2.44519416466511	0.00256028539100409	0.0250967031990978
gene_35	-2.81341380337467	3.29169192659465	0.00256031733134332	0.0250967031990978
gene_569	-2.15859012820216	3.54778892637188	0.00256111856146793	0.0250967031990978
gene_3319	-1.9171009129577	4.69868151806366	0.00259076150436612	0.0253747453904615
gene_685	-1.42697897626448	6.31413216113094	0.00260973234042684	0.0255480405328129
gene_14544	2.23534858089887	5.56790160925486	0.0026298381774679	0.025732271795185
gene_15184	5.33989320238479	2.16199988211703	0.00265112976481654	0.0259279194603085
gene_3842	1.54909824445516	4.6429434060435	0.00265864343378105	0.0259886943673612
gene_2203	-1.25839278699915	5.47061600787953	0.0026630320016611	0.026018876420724
gene_1719	-1.58913874111512	4.52884306487743	0.00267228129168202	0.0260964969890822
gene_6726	-5.7517864373872	1.14559806048453	0.0026830739482559	0.0261891063763387
gene_3302	-2.72542418050667	2.82933558574683	0.00269371267532736	0.0262801236617303
gene_4286	1.31091921487911	5.98344306826348	0.00274592926348669	0.0267764920866571
gene_3974	1.73291719648175	4.63845564618043	0.00278779386640361	0.0271714801793724
gene_2351	-2.34310287313203	3.22803631729732	0.0027934810238568	0.0272136485519416
gene_1800	-1.66498708064073	4.13866848901142	0.00279611164231127	0.0272260140439266
gene_6357	1.49310219611534	7.65091550033382	0.00280956171733268	0.0273436663487365
gene_2342	-3.25434431980967	2.29910388796102	0.0028166064386201	0.0273895372408642
gene_170	-1.17948464100585	12.9595025134085	0.00281701390522289	0.0273895372408642
gene_1399	-1.56022240161369	5.53361787367335	0.00281967605419901	0.0274020996520798
gene_3192	-1.39090079522157	4.91478038498099	0.00284521779427291	0.0276368896966772
gene_3583	-2.35327668707135	3.42699401052061	0.00286962947011419	0.0278604802923708
gene_3617	1.6247992376674	9.06579799749943	0.00287885111088553	0.0279270049738049
gene_1142	-1.55492967205873	5.10620249669757	0.00287927421279928	0.0279270049738049
